CountryName,CountryCode,RegionName,RegionCode,Date,H2_Testing.policy
Angola,AGO,,,20200827,2
Angola,AGO,,,20200828,2
Angola,AGO,,,20200829,2
Angola,AGO,,,20200830,2
Angola,AGO,,,20200831,2
Angola,AGO,,,20200901,NA
Angola,AGO,,,20200902,NA
Anguilla,AIA,,,20200101,NA
Anguilla,AIA,,,20200102,NA
Anguilla,AIA,,,20200103,NA
Anguilla,AIA,,,20200104,NA
Anguilla,AIA,,,20200105,NA
Anguilla,AIA,,,20200106,NA
Anguilla,AIA,,,20200107,NA
Anguilla,AIA,,,20200108,NA
Anguilla,AIA,,,20200109,NA
Anguilla,AIA,,,20200110,NA
Anguilla,AIA,,,20200111,NA
Anguilla,AIA,,,20200112,NA
Anguilla,AIA,,,20200113,NA
Anguilla,AIA,,,20200114,NA
Anguilla,AIA,,,20200115,NA
Anguilla,AIA,,,20200116,NA
Anguilla,AIA,,,20200117,NA
Anguilla,AIA,,,20200118,NA
Anguilla,AIA,,,20200119,NA
Anguilla,AIA,,,20200120,NA
Anguilla,AIA,,,20200121,NA
Anguilla,AIA,,,20200122,NA
Anguilla,AIA,,,20200123,NA
Anguilla,AIA,,,20200124,NA
Anguilla,AIA,,,20200125,NA
Anguilla,AIA,,,20200126,NA
Anguilla,AIA,,,20200127,NA
Anguilla,AIA,,,20200128,NA
Anguilla,AIA,,,20200129,NA
Anguilla,AIA,,,20200130,NA
Anguilla,AIA,,,20200131,NA
Anguilla,AIA,,,20200201,NA
Anguilla,AIA,,,20200202,NA
Anguilla,AIA,,,20200203,NA
Anguilla,AIA,,,20200204,NA
Anguilla,AIA,,,20200205,NA
Anguilla,AIA,,,20200206,NA
Anguilla,AIA,,,20200207,NA
Anguilla,AIA,,,20200208,NA
Anguilla,AIA,,,20200209,NA
Anguilla,AIA,,,20200210,NA
Anguilla,AIA,,,20200211,NA
Anguilla,AIA,,,20200212,NA
Anguilla,AIA,,,20200213,NA
Anguilla,AIA,,,20200214,NA
Anguilla,AIA,,,20200215,NA
Anguilla,AIA,,,20200216,NA
Anguilla,AIA,,,20200217,NA
Anguilla,AIA,,,20200218,NA
Anguilla,AIA,,,20200219,NA
Anguilla,AIA,,,20200220,NA
